txn_id,ts_utc,user_id,amount_vnd,merchant_id,merchant_cat,channel,device_id,device_os,is_new_device,ip_country,province,account_age_days,txn_count_24h,amount_avg_30d,status
TXN-2013008,2025-12-13 10:00:11,U259301,202000,M011432,groceries,qr,d_04d2c,iOS,0,VN,Hồ Chí Minh,2105,3,321460,completed
TXN-2007291,2025-12-13 10:04:27,U536682,573000,M014815,education,ecom,d_6a303,Android,0,VN,Hồ Chí Minh,730,8,487362,completed
TXN-2014975,2025-12-13 10:09:11,U727876,127000,M002040,Transport,qr,d_063c8,iOS,0,VN,Bình Dương,306,4,123616,completed
TXN-2007134,2025-12-13 11:29:29,U507790,677000,M005304,Transport,p2p,d_80590,Android,1,VN,Hải Phòng,565,7,637232,completed
TXN-2002335,2025-12-13 11:29:42,U925193,3818000,M003191,groceries,bill,d_79683,iOS,1,VN,Đà Nẵng,1451,4,3134412,completed
TXN-2005291,2025-12-13 11:57:12,U155089,156000,M001014,ride_hailing,qr,d_11509,iOS,0,VN,Hà Nội,920,2,236481,completed
TXN-2007371,2025-12-13 12:05:24,U434900,84000,M004463,fnb,qr,d_6d9fe,Android,0,VN,Thanh Hóa,463,6,47349,completed
TXN-2023008,2025-12-13 12:15:05,U226433,115000,M019787,ecommerce,qr,d_24b54,iOS,0,VN,Hồ Chí Minh,502,2,151357,completed
TXN-2002820,2025-12-13 12:15:47,U619191,710000,M025310,food and beverage,p2p,d_0aa38,Android,0,VN,Hà Nội,954,8,694109,completed
TXN-2004143,2025-12-13 12:31:36,U969906,208000,M000118,telco,qr,d_22fcd,Android,0,VN,Cần Thơ,1867,5,335255,completed
TXN-2007359,2025-12-13 12:43:41,U672210,111000,M016327,fnb,qr,d_2a2a1,Android,0,VN,Cần Thơ,2214,5,188201,completed
TXN-2001426,2025-12-13 12:44:36,U547516,145000,M027785,TRAVEL,qr,d_d0282,iOS,0,VN,Cần Thơ,607,7,125953,completed
TXN-2001595,2025-12-13 12:54:00,U814504,636000,M007356,mobile_topup,topup,d_f9d0a,iOS,0,VN,Hà Nội,797,3,927495,completed
TXN-2016085,2025-12-13 13:19:04,U113119,455000,M006768,ecommerce,bill,d_a6b7a,web,0,VN,Hà Nội,2272,4,621170,completed
TXN-2005664,2025-12-13 13:29:51,U656136,244000,M001750,F&B,qr,d_c65de,iOS,0,VN,Lâm Đồng,469,2,448671,completed
TXN-2007880,2025-12-13 13:57:36,U899302,431000,M028857,ecommerce,qr,d_bf681,iOS,0,VN,Hồ Chí Minh,717,2,807481,completed
TXN-2020212,2025-12-13 15:29:45,U520425,6904000,M021243,,bill,d_0f9dd,iOS,0,VN,Hồ Chí Minh,784,7,7669480,completed
TXN-2021141,2025-12-13 17:00:10,U790483,28000,M029822,,topup,d_3644a,iOS,0,VN,Hồ Chí Minh,343,3,28958,completed
TXN-2008323,2025-12-13 20:44:07,U757383,50000,M016800,ECOM,qr,d_05f14,Android,0,VN,Hồ Chí Minh,2038,4,64997,completed
TXN-2020861,2025-12-13 22:46:56,U813845,12000,M020133,food_bev,topup,d_0c141,web,0,VN,Hà Nội,1753,2,18005,completed
TXN-2009203,2025-12-13 22:50:23,U510329,1576000,M011870,E Commerce,p2p,d_2499e,iOS,0,VN,Bình Dương,1184,5,2678754,completed
TXN-2005930,2025-12-13 22:59:41,U477903,389000,M013648,fnb,bill,d_f3aa2,iOS,0,VN,Cần Thơ,2331,1,238518,completed
TXN-2011913,2025-12-13 23:29:50,U744984,94000,M014443,Health,qr,d_4c549,Android,0,VN,Đồng Nai,2313,6,54417,completed
TXN-2008412,2025-12-14 00:20:16,U941611,110000,M008942,E Commerce,qr,d_afc90,iOS,0,VN,Hà Nội,918,3,104847,completed
TXN-2018434,2025-12-14 01:26:53,U308665,1526000,M010370,,bill,d_432b5,web,0,VN,An Giang,2043,5,2308198,completed
TXN-2005510,2025-12-14 01:43:30,U954254,1690000,M015762,food_bev,p2p,d_48fec,Android,0,VN,Hà Nội,1995,6,3001963,completed
TXN-2013267,2025-12-14 02:04:22,U723147,17227000,M006593,food and beverage,p2p,d_81c25,iOS,0,VN,Nghệ An,839,1,21128881,completed
TXN-2004650,2025-12-14 03:16:24,U888947,561000,M019404,grocery,bill,d_9ecc3,iOS,0,VN,Hồ Chí Minh,846,8,941335,completed
TXN-2022131,2025-12-14 03:17:27,U308689,5131000,M002907,Transport,p2p,,,,VN,Hải Phòng,2099,8,8062915,completed
TXN-2007437,2025-12-14 03:31:48,U408905,169000,M005797,food and beverage,topup,d_a5d38,Android,1,VN,Bình Dương,1571,5,113127,declined
TXN-2003829,2025-12-14 03:36:11,U906320,7291000,M017493,Grocery,p2p,d_69cab,iOS,0,VN,Đà Nẵng,30,5,4019064,completed
TXN-2019411,2025-12-14 05:01:04,U754067,27000,M025584,mobile_topup,qr,d_5e4c6,iOS,0,VN,Đồng Nai,1541,5,20354,completed
TXN-2003143,2025-12-14 05:16:06,U764659,4355000,M023947,food_bev,p2p,,,,VN,Khánh Hòa,2263,3,6971567,completed
TXN-2005365,2025-12-14 05:38:49,U685295,216000,M020430,ENT,qr,d_63e9f,web,0,VN,Hà Nội,1553,1,338765,completed
TXN-2001528,2025-12-14 06:11:49,U514560,16230000,M008311,ECOM,p2p,d_11469,Android,0,VN,Đồng Nai,1526,2,19984179,completed
TXN-2010598,2025-12-14 06:13:10,U767741,12252000,M008346,Entertainment,p2p,d_40d28,web,0,VN,Hồ Chí Minh,141,4,14096281,completed
TXN-2010259,2025-12-14 06:52:55,U887096,82000,M029372,transport,qr,d_149e4,Android,0,VN,Thanh Hóa,714,5,143300,completed
TXN-2006320,2025-12-14 09:00:46,U809611,319000,M001441,grocery,p2p,d_57fa7,iOS,1,VN,Hồ Chí Minh,1735,3,367862,completed
TXN-2020126,2025-12-14 09:16:29,U422598,32000,M019218,groceries,qr,d_486dd,Android,0,VN,Nghệ An,2212,8,41168,completed
TXN-2012020,2025-12-14 09:26:45,U625072,226000,M010379,TELCO,p2p,d_c5f3b,web,0,VN,Thanh Hóa,507,5,344249,completed
TXN-2024212,2025-12-14 10:18:08,U209818,460000,M000403,fnb,p2p,d_34274,iOS,0,VN,Hà Nội,1991,4,518486,completed
TXN-2011220,2025-12-14 10:41:49,U190222,4431000,M021197,utilities,bill,d_ffb51,Android,1,VN,Hà Nội,374,1,5508691,completed
TXN-2002749,2025-12-14 10:51:32,U312203,210000,M025513,utilities,topup,d_14869,Android,0,VN,Hồ Chí Minh,2088,2,283447,completed
TXN-2022165,2025-12-14 10:58:40,U213228,590000,M024259,FOOD_BEV,p2p,d_b9370,Android,0,VN,Cần Thơ,1680,3,463740,completed
TXN-2021267,2025-12-14 11:14:39,U964952,8695000,M005649,,ecom,d_36121,Android,0,VN,Hồ Chí Minh,979,1,16048621,completed
TXN-2006877,2025-12-14 11:43:46,U996155,94000,M001726,E-Commerce,qr,d_a1170,Android,0,VN,Hồ Chí Minh,2211,7,64609,completed
TXN-2003303,2025-12-14 12:25:24,U454613,183000,M008375,bill_payment,bill,d_96cde,iOS,0,VN,Hà Nội,104,5,343924,declined
TXN-2020718,2025-12-14 13:16:00,U877118,138000,M020878,E-Commerce,qr,d_f171e,Android,0,VN,Nghệ An,1075,5,245981,completed
TXN-2016523,2025-12-14 13:37:50,U394244,127000,M012352,fnb,topup,d_c561d,Android,1,VN,Hà Nội,1498,7,208426,completed
TXN-2013708,2025-12-14 15:16:13,U532104,826000,M016527,,p2p,d_c8c70,web,0,VN,Hồ Chí Minh,2221,8,521769,completed
TXN-2006375,2025-12-14 15:20:10,U761106,1501000,M019995,utilities,qr,d_f6d08,iOS,0,VN,Nghệ An,771,6,2109350,declined
TXN-2010890,2025-12-14 15:24:02,U771307,44000,M013825,E Commerce,qr,d_33ded,iOS,0,VN,Cần Thơ,1958,8,68018,completed
TXN-2020604,2025-12-14 17:21:48,U504108,164000,M001735,grocery,qr,d_96e44,Android,0,VN,Nghệ An,2116,6,109369,completed
TXN-2005312,2025-12-14 21:00:14,U862247,1145000,M025593,FOOD_BEV,p2p,d_e4c8d,Android,1,VN,Hồ Chí Minh,527,8,1885410,completed
TXN-2002394,2025-12-15 00:48:04,U561197,53000,M017860,bill_payment,topup,d_17aa8,iOS,0,VN,Hồ Chí Minh,1204,7,46299,completed
TXN-2001128,2025-12-15 01:08:45,U913928,1050000,M026274,,p2p,d_c1a9a,web,0,VN,Hồ Chí Minh,2214,2,1100665,completed
TXN-2021714,2025-12-15 01:30:00,U468507,1237000,M004117,Utilities,ecom,d_a4b43,Android,1,VN,Bình Dương,1819,2,1103601,completed
TXN-2009827,2025-12-15 03:10:43,U344574,292000,M022536,Travel,qr,,,,VN,Đà Nẵng,746,4,368387,completed
TXN-2022508,2025-12-15 04:06:03,U775193,760000,M027027,ecommerce,topup,d_72ab0,web,0,VN,Bình Dương,715,2,546450,completed
TXN-2022281,2025-12-15 06:35:51,U623495,17150000,M022487,health,ecom,d_a45b1,Android,0,VN,An Giang,2108,5,23208531,completed
TXN-2001984,2025-12-15 07:57:00,U399753,701000,M016754,food and beverage,ecom,,,,VN,Bình Dương,1511,6,1318210,completed
TXN-2017126,2025-12-15 08:50:32,U140202,-1713000,M011166,Food & Beverage,qr,d_d3a02,iOS,0,VN,Hồ Chí Minh,1737,4,1760356,reversed
TXN-2021300,2025-12-15 09:22:40,U832717,1123000,M009796,Transport,bill,d_bd6af,Android,0,VN,Hồ Chí Minh,2356,6,633639,completed
TXN-2016076,2025-12-15 10:05:18,U471328,211000,M025175,UTIL,qr,d_15aa2,Android,0,VN,Nghệ An,2063,5,253458,completed
TXN-2019720,2025-12-15 11:25:00,U999151,530000,M006403,F&B,bill,d_1d66b,web,0,VN,Hồ Chí Minh,2315,7,657454,completed
TXN-2009140,2025-12-15 11:45:27,U194098,809000,M026994,telco,qr,d_4364f,Android,0,VN,Lâm Đồng,172,1,528227,completed
TXN-2012518,2025-12-15 12:24:44,U947363,1218000,M008459,ride_hailing,p2p,d_af383,Android,0,VN,Hà Nội,2070,5,837149,completed
TXN-2007223,2025-12-15 12:32:23,U409074,6596000,M004672,education,p2p,d_eecad,Android,0,VN,Thanh Hóa,1475,2,7878175,completed
TXN-2018696,2025-12-15 12:39:40,U919408,1263000,M003035,grocery,qr,d_21ea5,iOS,0,VN,Hà Nội,1550,2,1732455,completed
TXN-2011213,2025-12-15 13:00:53,U409995,465000,M013153,food and beverage,qr,d_3d3c5,Android,0,VN,Hồ Chí Minh,676,8,458708,completed
TXN-2014031,2025-12-15 13:09:45,U301249,22000,M022880,Telco,qr,d_bbccd,Android,0,VN,Hồ Chí Minh,1556,2,22146,completed
TXN-2019664,2025-12-15 13:53:46,U493245,290000,M009443,ride_hailing,qr,d_e99ae,Android,0,VN,Hải Phòng,609,4,164743,completed
TXN-2010436,2025-12-15 15:56:12,U270712,575000,M003950,grocery,qr,d_3dd61,Android,0,VN,Thanh Hóa,374,2,637429,completed
TXN-2017869,2025-12-15 16:56:57,U735642,262000,M021712,Education,qr,d_3aafe,iOS,0,VN,Hồ Chí Minh,230,7,239554,completed
TXN-2008203,2025-12-15 18:04:28,U946134,63000,M029547,grocery,topup,d_1c3cb,web,0,VN,Hồ Chí Minh,670,5,82312,completed
TXN-2021161,2025-12-15 18:06:27,U224483,230000,M009290,F&B,bill,d_87ab6,Android,0,VN,Hải Phòng,1862,4,416476,completed
TXN-2014174,2025-12-15 21:54:19,U454314,189000,M024655,food and beverage,qr,d_de45a,Android,0,VN,Nghệ An,1012,3,162038,completed
TXN-2018138,2025-12-15 23:11:47,U327793,2158000,M001521,Travel,ecom,d_29115,Android,0,VN,An Giang,775,5,2785560,completed
TXN-2003942,2025-12-15 23:16:51,U276860,455000,M026399,education,qr,d_15270,Android,0,VN,Nghệ An,1138,4,806539,completed
TXN-2013891,2025-12-16 00:29:13,U892851,83000,M013107,Grocery,topup,d_52fa7,iOS,0,VN,Thanh Hóa,976,5,109355,completed
TXN-2003281,2025-12-16 01:02:16,U362028,7054000,M010084,ride_hailing,p2p,d_a227e,iOS,0,VN,Hồ Chí Minh,783,1,5763824,completed
TXN-2019285,2025-12-16 02:38:02,U140016,410000,M011441,fnb,qr,d_741ab,Android,0,VN,Hải Phòng,636,1,304485,completed
TXN-2009226,2025-12-16 02:48:03,U646442,308459000,M012552,grocery,p2p,d_fe684,iOS,0,VN,Lâm Đồng,1364,4,244007528,completed
TXN-2020601,2025-12-16 03:44:26,U364115,252000,M007423,e_commerce,qr,d_290f4,Android,0,VN,Hà Nội,1803,2,241589,completed
TXN-2009500,2025-12-16 04:17:23,U359317,2641000,M026995,E Commerce,p2p,d_fbc1e,iOS,0,VN,Nghệ An,497,5,2700397,completed
TXN-2006041,2025-12-16 05:18:08,U857239,419000,M016046,transport,qr,d_85254,Android,0,VN,Đà Nẵng,1929,7,348157,completed
TXN-2010139,2025-12-16 05:29:32,U526767,15000,M006181,Utilities,topup,d_4da17,Android,0,VN,Hải Phòng,601,8,28356,completed
TXN-2014826,2025-12-16 05:50:36,U788306,8800000,M012399,telco,p2p,d_7dc4f,iOS,0,VN,Hồ Chí Minh,66,6,16575621,completed
TXN-2004643,2025-12-16 06:31:17,U468591,369000,M000097,Grocery,qr,d_8e773,Android,0,VN,Hồ Chí Minh,389,1,266746,declined
TXN-2016256,2025-12-16 07:03:43,U794866,3264000,M013499,food and beverage,bill,d_7aee8,Android,1,VN,Hồ Chí Minh,1,4,2210246,completed
TXN-2022206,2025-12-16 08:17:48,U854989,6526000,M006052,E Commerce,bill,d_231ab,Android,0,VN,Bình Dương,1821,7,4224926,completed
TXN-2017488,2025-12-16 08:28:04,U543799,25000,M017632,F&B,topup,d_3432d,Android,0,VN,Hà Nội,2155,2,32627,completed
TXN-2007923,2025-12-16 09:40:39,U763780,180000,M023666,FOOD_BEV,qr,d_54625,Android,0,VN,Hồ Chí Minh,1436,5,267501,completed
TXN-2009133,2025-12-16 09:59:55,U939854,583000,M016149,ecommerce,qr,d_59a3f,iOS,0,VN,Bình Dương,1440,3,419753,completed
TXN-2013420,2025-12-16 11:01:24,U529807,42000,M007463,Telco,qr,d_100da,iOS,0,VN,An Giang,353,1,78774,completed
TXN-2008325,2025-12-16 12:09:52,U709696,250000,M004075,Food & Beverage,topup,d_9cdfc,iOS,0,VN,Hồ Chí Minh,1531,5,256236,completed
TXN-2020106,2025-12-16 13:35:21,U276070,6613000,M013508,,ecom,d_50f75,iOS,0,VN,Hồ Chí Minh,2069,3,12377603,completed
TXN-2002220,2025-12-16 14:02:31,U505575,175000,M025282,GROCERY,topup,d_6b1d0,Android,0,VN,Thanh Hóa,1036,5,167060,completed
TXN-2009623,2025-12-16 14:08:57,U100971,408000,M022651,,topup,d_51b1e,iOS,0,VN,Hà Nội,1634,5,703289,completed
TXN-2009840,2025-12-16 15:06:24,U593597,3607000,M029652,ECOM,qr,d_46d05,iOS,0,VN,Hồ Chí Minh,1396,5,2075560,completed
TXN-2012904,2025-12-16 21:15:56,U329917,59000,M022121,ride_hailing,topup,d_3bac5,Android,0,VN,Hồ Chí Minh,1747,2,80790,completed
TXN-2010021,2025-12-16 21:38:18,U334118,189000,M008569,fnb,qr,d_6aa0f,iOS,0,VN,Hà Nội,368,3,244505,completed
TXN-2022232,2025-12-17 00:17:35,U257871,839000,M019515,food_bev,bill,d_d923d,Android,1,VN,Thanh Hóa,354,1,1160665,completed
TXN-2002962,2025-12-17 00:56:16,U281752,205000,M012346,Entertainment,topup,d_80826,Android,0,VN,Hồ Chí Minh,1135,7,375466,completed
TXN-2019355,2025-12-17 01:38:07,U409074,78000,M029417,E Commerce,qr,d_e1fa6,Android,0,VN,Lâm Đồng,1934,4,48184,completed
TXN-2006122,2025-12-17 01:43:28,U676437,174000,M003799,UTIL,qr,d_ee252,iOS,0,VN,Đà Nẵng,1175,7,98013,completed
TXN-2010130,2025-12-17 01:48:12,U126462,60000,M007807,TRANSPORT,bill,d_5dd3d,Android,0,VN,Hồ Chí Minh,391,8,66650,completed
TXN-2018862,2025-12-17 01:49:12,U217244,1490000,M008156,food and beverage,topup,d_371d9,iOS,0,VN,Hà Nội,383,8,2749257,completed
TXN-2010580,2025-12-17 02:13:10,U873441,2156000,M025168,FOOD_BEV,bill,d_d7418,iOS,0,VN,Cần Thơ,1411,6,2399346,completed
TXN-2020236,2025-12-17 03:02:56,U746056,578000,M000908,Entertainment,qr,d_58b35,iOS,0,VN,Nghệ An,1383,6,867512,completed
TXN-2003847,2025-12-17 03:20:04,U335704,667000,M012869,GROCERY,qr,d_9edac,iOS,1,VN,Đà Nẵng,2191,5,752057,completed
TXN-2000261,2025-12-17 03:39:57,U766221,295000,M028101,Food & Beverage,qr,d_f49d2,web,0,VN,Hồ Chí Minh,2057,4,549026,completed
TXN-2008941,2025-12-17 03:45:51,U213228,1806000,M006658,TRANSPORT,bill,d_b2e0a,iOS,0,VN,Hồ Chí Minh,551,1,2876019,completed
TXN-2012027,2025-12-17 03:50:16,U520364,23000,M001324,Food & Beverage,qr,d_95090,Android,0,VN,Đồng Nai,1275,7,19001,completed
TXN-2023692,2025-12-17 04:25:13,U180619,3320000,M028400,Transport,p2p,d_7f173,iOS,0,VN,Hà Nội,877,2,5851803,completed
TXN-2013551,2025-12-17 04:28:42,U892678,323000,M013071,Health,qr,,,,VN,Khánh Hòa,986,6,254641,completed
TXN-2021454,2025-12-17 04:34:02,U543799,515000,M029210,GROCERY,ecom,d_3f5fa,iOS,0,VN,Hà Nội,400,2,766142,completed
TXN-2002096,2025-12-17 04:36:03,U524839,10000,M012291,GROCERY,qr,d_f282d,Android,0,VN,Hồ Chí Minh,2392,3,15000,declined
TXN-2002548,2025-12-17 04:40:33,U642180,55000,M026913,travel,qr,d_caed2,Android,0,VN,Bình Dương,2337,4,102877,completed
TXN-2020101,2025-12-17 04:48:47,U810980,144000,M002626,,topup,d_62f5a,Android,0,VN,Hồ Chí Minh,580,6,219991,completed
TXN-2000801,2025-12-17 05:51:28,U965441,509000,M020371,Utilities,topup,d_c433e,Android,0,VN,Hồ Chí Minh,1769,7,491626,completed
TXN-2012792,2025-12-17 06:09:02,U209999,379000,M001273,,qr,d_3052f,Android,0,VN,Hà Nội,1988,1,454300,completed
TXN-2022884,2025-12-17 07:19:07,U481173,972000,M008276,Transport,bill,d_812f0,iOS,0,VN,Hồ Chí Minh,2345,5,1473346,completed
TXN-2024422,2025-12-17 07:58:47,U315920,52000,M021916,fnb,topup,d_ebfb6,iOS,0,VN,Bình Dương,204,3,83792,declined
TXN-2017835,2025-12-17 08:35:13,U954484,34000,M021536,transport,qr,d_8c8db,web,0,VN,An Giang,1620,8,44599,completed
TXN-2000510,2025-12-17 08:39:48,U777736,4542000,M026899,TRANSPORT,p2p,d_df1a5,Android,0,VN,Hồ Chí Minh,512,5,8502435,completed
TXN-2014649,2025-12-17 08:47:28,U358839,54000,M017984,,topup,d_22445,Android,0,VN,Nghệ An,443,2,54768,completed
TXN-2022190,2025-12-17 09:01:29,U269700,6094000,M022918,E-Commerce,p2p,d_d9ed6,web,0,VN,Hà Nội,877,4,6857366,completed
TXN-2004843,2025-12-17 09:47:52,U190171,10000,M003818,utilities,qr,d_c5803,Android,0,VN,Hải Phòng,1324,2,15000,declined
TXN-2018481,2025-12-17 10:44:50,U216953,251000,M023081,Transport,qr,d_acb82,web,0,VN,Nghệ An,703,5,473492,declined
TXN-2021014,2025-12-17 11:19:18,U306288,465000,M016933,education,qr,d_346de,Android,0,VN,Hà Nội,964,1,863417,completed
TXN-2011292,2025-12-17 12:03:30,U760449,617000,M004271,TRAVEL,topup,d_3d504,iOS,0,VN,Nghệ An,2366,6,434939,completed
TXN-2024888,2025-12-17 14:53:17,U380675,179000,M009713,UTIL,qr,d_fc292,iOS,0,VN,Hà Nội,878,7,262951,completed
TXN-2016674,2025-12-17 16:41:20,U454962,4219000,M011383,Travel,p2p,d_1148a,iOS,0,VN,Lâm Đồng,2106,1,5373231,completed
TXN-2014378,2025-12-18 00:55:43,U145222,148000,M010574,Utilities,topup,d_1362d,Android,1,VN,Hà Nội,94,8,200198,completed
TXN-2023037,2025-12-18 02:09:59,U637846,9877000,M012308,TELCO,p2p,d_a6175,iOS,0,VN,Nghệ An,34,4,5873027,completed
TXN-2018940,2025-12-18 03:16:32,U403421,135000,M025568,UTIL,qr,d_c6b82,Android,0,VN,Hồ Chí Minh,1972,3,248975,completed
TXN-2007947,2025-12-18 03:49:46,U818866,3135000,M022130,food_bev,ecom,d_2058e,web,0,VN,An Giang,998,5,1843314,completed
TXN-2006237,2025-12-18 03:50:10,U975261,283000,M015279,FOOD_BEV,qr,d_65d9a,web,0,VN,Hà Nội,843,5,156488,completed
TXN-2021359,2025-12-18 04:55:15,U705432,20000,M006191,Transport,qr,d_b62cd,web,0,VN,Đồng Nai,1910,6,21735,completed
TXN-2014698,2025-12-18 06:47:57,U125532,496000,M016280,,topup,d_c27c3,Android,1,VN,Bình Dương,2043,8,278270,completed
TXN-2001650,2025-12-18 06:58:33,U255649,34000,M014087,Utilities,bill,d_83367,iOS,0,VN,Bình Dương,1885,7,61950,completed
TXN-2013531,2025-12-18 07:08:10,U877662,493000,M019274,GROCERY,qr,d_461a4,Android,0,VN,Hồ Chí Minh,1067,4,513953,completed
TXN-2014046,2025-12-18 07:11:34,U590229,7489000,M014849,E Commerce,p2p,d_e98a3,Android,0,VN,Bình Dương,826,4,7436045,completed
TXN-2010070,2025-12-18 07:16:39,U860825,1117000,M006103,food_bev,bill,d_d74aa,Android,0,VN,Nghệ An,294,7,683714,completed
TXN-2022120,2025-12-18 07:43:26,U827950,453000,M007779,F&B,qr,d_15b5f,web,0,CN,Hồ Chí Minh,435,7,693221,completed
TXN-2007984,2025-12-18 08:18:32,U686791,1651000,M006287,transport,p2p,d_ee5dd,Android,1,VN,Hồ Chí Minh,1747,8,2236017,completed
TXN-2023534,2025-12-18 09:15:41,U885033,513000,M028468,E Commerce,qr,d_3101a,Android,0,VN,Hà Nội,925,1,891130,completed
TXN-2012427,2025-12-18 11:37:35,U341324,2631000,M002926,e_commerce,ecom,d_47c0e,Android,0,VN,Nghệ An,267,3,1870172,completed
TXN-2004159,2025-12-18 13:19:00,U543473,976000,M026767,FOOD_BEV,p2p,d_7f1a5,Android,0,VN,Hồ Chí Minh,133,4,1758836,completed
TXN-2000535,2025-12-18 13:35:29,U154403,230000,M010868,TRAVEL,topup,d_3acfe,iOS,0,VN,An Giang,1885,5,266491,completed
TXN-2018339,2025-12-18 13:52:28,U621933,404000,M014999,FOOD_BEV,ecom,d_1832b,Android,0,VN,Nghệ An,1246,7,755566,completed
TXN-2022879,2025-12-18 14:46:09,U840747,1192000,M024728,telco,p2p,d_79dac,Android,0,VN,Hồ Chí Minh,1566,8,665969,completed
TXN-2013583,2025-12-18 14:57:06,U952848,66000,M017498,telco,topup,d_2470f,Android,0,VN,Lâm Đồng,2329,8,98902,completed
TXN-2017487,2025-12-18 15:12:49,U848615,511000,M007101,GROCERY,qr,d_4ac2f,Android,0,VN,An Giang,1531,2,652043,completed
TXN-2011571,2025-12-18 22:28:33,U230186,16000,M005250,GROCERY,topup,d_fbd3f,Android,0,VN,Hà Nội,1133,8,15000,completed
TXN-2013406,2025-12-18 23:06:44,U184785,52000,M004713,TELCO,qr,d_34039,Android,0,VN,Hà Nội,1750,8,71209,completed
TXN-2019841,2025-12-18 23:20:49,U465647,549000,M004401,groceries,qr,d_3be7e,Android,0,VN,Đà Nẵng,2244,4,374322,completed
TXN-2023209,2025-12-18 23:46:44,U113583,2230000,M012916,Utilities,p2p,d_12318,iOS,0,VN,Hồ Chí Minh,655,3,4054530,completed
TXN-2010980,2025-12-19 00:01:23,U165708,397000,M025384,TRANSPORT,topup,d_f6687,iOS,0,VN,Hà Nội,1106,6,551143,completed
TXN-2018237,2025-12-19 00:16:33,U151443,131000,M013792,food and beverage,topup,d_98dea,iOS,0,VN,Hồ Chí Minh,429,1,91813,completed
TXN-2005476,2025-12-19 01:05:23,U927696,543000,M011843,FOOD_BEV,topup,d_58624,Android,0,VN,Nghệ An,238,8,660653,completed
TXN-2008268,2025-12-19 01:17:12,U777518,266000,M013625,food and beverage,topup,d_86911,Android,0,VN,Hồ Chí Minh,404,6,172618,completed
TXN-2022728,2025-12-19 01:23:52,U791236,2191000,M023647,,p2p,d_db643,Android,1,VN,Hồ Chí Minh,2363,4,1551355,completed
TXN-2020974,2025-12-19 01:51:11,U142971,18000,M020042,groceries,topup,d_9bf87,iOS,0,KH,Hà Nội,1887,4,27533,completed
TXN-2015617,2025-12-19 02:30:28,U530543,407000,M013631,ride_hailing,bill,d_86c57,Android,0,VN,Thanh Hóa,290,3,336148,completed
TXN-2008966,2025-12-19 05:17:38,U786285,11384000,M003598,ECOM,p2p,d_3ca34,iOS,0,VN,Bình Dương,491,3,14002624,completed
TXN-2023053,2025-12-19 05:22:35,U619739,414000,M010932,FOOD_BEV,qr,d_7bcac,iOS,0,VN,Hồ Chí Minh,526,3,257508,completed
TXN-2012358,2025-12-19 06:23:19,U659502,90000,M029615,Food & Beverage,topup,d_ef87c,iOS,0,VN,Hà Nội,2078,2,55892,completed
TXN-2000985,2025-12-19 06:45:07,U870796,671000,M006773,GROCERY,qr,d_121bd,Android,0,VN,Khánh Hòa,571,4,410496,completed
TXN-2021667,2025-12-19 06:51:19,U944104,376000,M017501,Entertainment,qr,d_96d27,iOS,0,VN,Bình Dương,1875,4,499388,completed
TXN-2019855,2025-12-19 07:21:41,U863991,307000,M006882,Transport,qr,d_d9452,Android,0,VN,Hồ Chí Minh,1788,7,195288,completed
TXN-2020786,2025-12-19 08:10:21,U200624,346000,M001552,Transport,qr,d_0b49d,Android,0,VN,Bình Dương,2380,4,395348,completed
TXN-2009828,2025-12-19 08:55:28,U894971,1537000,M013022,FOOD_BEV,p2p,d_31d67,iOS,1,VN,Đà Nẵng,2366,3,2288848,completed
TXN-2022986,2025-12-19 09:24:12,U880550,505000,M003694,FOOD_BEV,qr,d_2cbc9,Android,0,VN,Bình Dương,1806,3,419549,completed
TXN-2005437,2025-12-19 09:40:36,U833899,2331000,M011201,,p2p,d_bb5ed,Android,0,VN,Đà Nẵng,1467,7,4120026,completed
TXN-2012655,2025-12-19 10:31:33,U323538,16000,M008699,E Commerce,bill,d_eeb6f,iOS,0,VN,Hà Nội,1664,8,19229,completed
TXN-2018336,2025-12-19 11:15:35,U590312,8892000,M027136,Entertainment,p2p,d_26c91,Android,0,VN,Hồ Chí Minh,27,8,5863898,completed
TXN-2024343,2025-12-19 11:50:08,U102344,3902000,M008873,F&B,p2p,d_91336,web,0,VN,Nghệ An,916,6,6655532,completed
TXN-2003598,2025-12-19 12:09:08,U985867,633000,M029565,food_bev,topup,d_36c10,Android,0,VN,Lâm Đồng,574,8,564970,completed
TXN-2023934,2025-12-19 12:09:30,U549487,7269000,M012065,utilities,p2p,d_b0357,iOS,0,VN,Bình Dương,689,1,12022650,completed
TXN-2011147,2025-12-19 13:27:50,U628687,418000,M013395,transport,topup,d_4d3e4,web,0,VN,Hồ Chí Minh,812,7,674002,completed
TXN-2008995,2025-12-19 14:25:29,U307927,909000,M020202,ECOM,bill,d_394dd,Android,0,VN,Lâm Đồng,1852,8,1267421,completed
TXN-2003410,2025-12-19 14:42:59,U864520,46000,M002808,GROCERY,qr,d_e9b80,Android,0,VN,Hà Nội,876,2,38668,completed
TXN-2008820,2025-12-19 16:01:53,U207518,796000,M016367,E Commerce,qr,d_e38d1,Android,0,VN,Hà Nội,1013,1,1488197,completed
TXN-2019322,2025-12-19 19:17:48,U780046,179000,M007764,food_bev,qr,d_d98a0,Android,0,VN,Đồng Nai,1054,8,125358,completed
